y,ds,unique_id
57.63,2015-07-17,PETROLEO
57.31,2015-07-16,PETROLEO
57.34,2015-07-15,PETROLEO
57.72,2015-07-14,PETROLEO
57.83,2015-07-13,PETROLEO
55.7,2015-07-12,PETROLEO
54.72,2015-07-11,PETROLEO
57.19,2015-07-10,PETROLEO
57.83,2015-07-09,PETROLEO
55.7,2015-07-08,PETROLEO
59.06,2015-07-07,PETROLEO
61.73,2015-07-06,PETROLEO
61.65,2015-07-05,PETROLEO
60.31,2015-07-04,PETROLEO
59.03,2015-07-03,PETROLEO
61.73,2015-07-02,PETROLEO
61.65,2015-07-01,PETROLEO
60.14,2015-06-30,PETROLEO
60.24,2015-06-29,PETROLEO
61.63,2015-06-28,PETROLEO
61.67,2015-06-27,PETROLEO
60.54,2015-06-26,PETROLEO
60.24,2015-06-25,PETROLEO
61.63,2015-06-24,PETROLEO
59.41,2015-06-23,PETROLEO
61.37,2015-06-22,PETROLEO
60.75,2015-06-21,PETROLEO
60.75,2015-06-20,PETROLEO
60.99,2015-06-19,PETROLEO
61.37,2015-06-18,PETROLEO
60.75,2015-06-17,PETROLEO
63.19,2015-06-16,PETROLEO
63.76,2015-06-15,PETROLEO
64.68,2015-06-14,PETROLEO
63.23,2015-06-13,PETROLEO
61.33,2015-06-12,PETROLEO
63.76,2015-06-11,PETROLEO
64.68,2015-06-10,PETROLEO
60.36,2015-06-09,PETROLEO
60.34,2015-06-08,PETROLEO
62.78,2015-06-07,PETROLEO
63.14,2015-06-06,PETROLEO
62.87,2015-06-05,PETROLEO
60.34,2015-06-04,PETROLEO
62.78,2015-06-03,PETROLEO
63.16,2015-06-02,PETROLEO
60.12,2015-06-01,PETROLEO
61.35,2015-05-31,PETROLEO
61.65,2015-05-30,PETROLEO
64.52,2015-05-29,PETROLEO
60.12,2015-05-28,PETROLEO
61.35,2015-05-27,PETROLEO
64.7,2015-05-26,PETROLEO
64.7,2015-05-25,PETROLEO
63.52,2015-05-24,PETROLEO
63.48,2015-05-23,PETROLEO
65.15,2015-05-22,PETROLEO
64.7,2015-05-21,PETROLEO
63.52,2015-05-20,PETROLEO
64.69,2015-05-19,PETROLEO
65.58,2015-05-18,PETROLEO
66.33,2015-05-17,PETROLEO
65.09,2015-05-16,PETROLEO
62.82,2015-05-15,PETROLEO
65.58,2015-05-14,PETROLEO
66.33,2015-05-13,PETROLEO
63.82,2015-05-12,PETROLEO
64.93,2015-05-11,PETROLEO
66.22,2015-05-10,PETROLEO
65.44,2015-05-09,PETROLEO
64.62,2015-05-08,PETROLEO
64.93,2015-05-07,PETROLEO
66.22,2015-05-06,PETROLEO
64.13,2015-05-05,PETROLEO
63.9,2015-05-04,PETROLEO
63.97,2015-05-03,PETROLEO
62.61,2015-05-02,PETROLEO
62.86,2015-05-01,PETROLEO
63.9,2015-04-30,PETROLEO
63.97,2015-04-29,PETROLEO
62.96,2015-04-28,PETROLEO
62.66,2015-04-27,PETROLEO
60.12,2015-04-26,PETROLEO
60.12,2015-04-25,PETROLEO
61.2,2015-04-24,PETROLEO
62.66,2015-04-23,PETROLEO
60.12,2015-04-22,PETROLEO
61.31,2015-04-21,PETROLEO
60.13,2015-04-20,PETROLEO
59.32,2015-04-19,PETROLEO
57.69,2015-04-18,PETROLEO
57.14,2015-04-17,PETROLEO
60.13,2015-04-16,PETROLEO
59.32,2015-04-15,PETROLEO
56.82,2015-04-14,PETROLEO
56.04,2015-04-13,PETROLEO
56.42,2015-04-12,PETROLEO
57.55,2015-04-11,PETROLEO
55.73,2015-04-10,PETROLEO
56.04,2015-04-09,PETROLEO
56.42,2015-04-08,PETROLEO
55.73,2015-04-07,PETROLEO
55.73,2015-04-06,PETROLEO
55.73,2015-04-05,PETROLEO
53.69,2015-04-04,PETROLEO
53.99,2015-04-03,PETROLEO
55.73,2015-04-02,PETROLEO
55.73,2015-04-01,PETROLEO
56.44,2015-03-31,PETROLEO
57.02,2015-03-30,PETROLEO
54.18,2015-03-29,PETROLEO
53.61,2015-03-28,PETROLEO
53.82,2015-03-27,PETROLEO
57.02,2015-03-26,PETROLEO
54.18,2015-03-25,PETROLEO
53.88,2015-03-24,PETROLEO
52.96,2015-03-23,PETROLEO
52.59,2015-03-22,PETROLEO
52.17,2015-03-21,PETROLEO
52.0,2015-03-20,PETROLEO
52.96,2015-03-19,PETROLEO
52.59,2015-03-18,PETROLEO
54.8,2015-03-17,PETROLEO
56.66,2015-03-16,PETROLEO
56.46,2015-03-15,PETROLEO
55.95,2015-03-14,PETROLEO
58.67,2015-03-13,PETROLEO
56.66,2015-03-12,PETROLEO
56.46,2015-03-11,PETROLEO
59.15,2015-03-10,PETROLEO
60.33,2015-03-09,PETROLEO
59.18,2015-03-08,PETROLEO
61.18,2015-03-07,PETROLEO
60.75,2015-03-06,PETROLEO
60.33,2015-03-05,PETROLEO
59.18,2015-03-04,PETROLEO
61.89,2015-03-03,PETROLEO
61.39,2015-03-02,PETROLEO
59.77,2015-03-01,PETROLEO
60.33,2015-02-28,PETROLEO
59.78,2015-02-27,PETROLEO
61.39,2015-02-26,PETROLEO
59.77,2015-02-25,PETROLEO
60.99,2015-02-24,PETROLEO
58.78,2015-02-23,PETROLEO
60.72,2015-02-22,PETROLEO
60.78,2015-02-21,PETROLEO
61.57,2015-02-20,PETROLEO
58.78,2015-02-19,PETROLEO
60.72,2015-02-18,PETROLEO
60.33,2015-02-17,PETROLEO
56.23,2015-02-16,PETROLEO
53.48,2015-02-15,PETROLEO
55.79,2015-02-14,PETROLEO
57.0,2015-02-13,PETROLEO
56.23,2015-02-12,PETROLEO
53.48,2015-02-11,PETROLEO
55.88,2015-02-10,PETROLEO
55.98,2015-02-09,PETROLEO
55.07,2015-02-08,PETROLEO
54.41,2015-02-07,PETROLEO
51.74,2015-02-06,PETROLEO
55.98,2015-02-05,PETROLEO
55.07,2015-02-04,PETROLEO
47.52,2015-02-03,PETROLEO
46.61,2015-02-02,PETROLEO
47.07,2015-02-01,PETROLEO
46.55,2015-01-31,PETROLEO
46.07,2015-01-30,PETROLEO
46.61,2015-01-29,PETROLEO
47.07,2015-01-28,PETROLEO
46.69,2015-01-27,PETROLEO
46.09,2015-01-26,PETROLEO
46.5,2015-01-25,PETROLEO
46.49,2015-01-24,PETROLEO
46.69,2015-01-23,PETROLEO
46.09,2015-01-22,PETROLEO
46.5,2015-01-21,PETROLEO
47.38,2015-01-20,PETROLEO
47.66,2015-01-19,PETROLEO
45.82,2015-01-18,PETROLEO
45.13,2015-01-17,PETROLEO
46.9,2015-01-16,PETROLEO
47.66,2015-01-15,PETROLEO
45.82,2015-01-14,PETROLEO
47.64,2015-01-13,PETROLEO
49.43,2015-01-12,PETROLEO
49.06,2015-01-11,PETROLEO
50.12,2015-01-10,PETROLEO
51.08,2015-01-09,PETROLEO
49.43,2015-01-08,PETROLEO
49.06,2015-01-07,PETROLEO
55.38,2015-01-06,PETROLEO
55.27,2015-01-05,PETROLEO
55.27,2015-01-04,PETROLEO
55.6,2015-01-03,PETROLEO
57.86,2015-01-02,PETROLEO
55.27,2015-01-01,PETROLEO
55.27,2014-12-31,PETROLEO
58.72,2014-12-30,PETROLEO
57.86,2014-12-29,PETROLEO
58.67,2014-12-28,PETROLEO
59.07,2014-12-27,PETROLEO
58.31,2014-12-26,PETROLEO
58.67,2014-12-24,PETROLEO
58.87,2014-12-23,PETROLEO
58.81,2014-12-22,PETROLEO
59.84,2014-12-21,PETROLEO
60.26,2014-12-20,PETROLEO
61.09,2014-12-19,PETROLEO
58.81,2014-12-18,PETROLEO
59.84,2014-12-17,PETROLEO
61.67,2014-12-16,PETROLEO
63.65,2014-12-15,PETROLEO
63.32,2014-12-14,PETROLEO
66.11,2014-12-13,PETROLEO
65.64,2014-12-12,PETROLEO
63.65,2014-12-11,PETROLEO
63.32,2014-12-10,PETROLEO
68.0,2014-12-09,PETROLEO
68.48,2014-12-08,PETROLEO
70.13,2014-12-07,PETROLEO
71.13,2014-12-06,PETROLEO
70.87,2014-12-05,PETROLEO
68.48,2014-12-04,PETROLEO
70.13,2014-12-03,PETROLEO
71.89,2014-12-02,PETROLEO
70.87,2014-12-01,PETROLEO
77.39,2014-11-30,PETROLEO
77.62,2014-11-29,PETROLEO
79.62,2014-11-28,PETROLEO
77.39,2014-11-26,PETROLEO
79.2,2014-11-25,PETROLEO
77.61,2014-11-24,PETROLEO
77.21,2014-11-23,PETROLEO
77.23,2014-11-22,PETROLEO
76.86,2014-11-21,PETROLEO
77.61,2014-11-20,PETROLEO
77.21,2014-11-19,PETROLEO
77.51,2014-11-18,PETROLEO
77.74,2014-11-17,PETROLEO
80.42,2014-11-16,PETROLEO
80.94,2014-11-15,PETROLEO
82.9,2014-11-14,PETROLEO
77.74,2014-11-13,PETROLEO
80.42,2014-11-12,PETROLEO
83.2,2014-11-11,PETROLEO
82.08,2014-11-10,PETROLEO
82.88,2014-11-09,PETROLEO
82.12,2014-11-08,PETROLEO
84.9,2014-11-07,PETROLEO
82.08,2014-11-06,PETROLEO
82.88,2014-11-05,PETROLEO
84.17,2014-11-04,PETROLEO
85.5,2014-11-03,PETROLEO
86.91,2014-11-02,PETROLEO
85.57,2014-11-01,PETROLEO
85.64,2014-10-31,PETROLEO
85.5,2014-10-30,PETROLEO
86.91,2014-10-29,PETROLEO
86.0,2014-10-28,PETROLEO
85.94,2014-10-27,PETROLEO
86.38,2014-10-26,PETROLEO
85.17,2014-10-25,PETROLEO
84.42,2014-10-24,PETROLEO
85.94,2014-10-23,PETROLEO
86.38,2014-10-22,PETROLEO
85.27,2014-10-21,PETROLEO
84.02,2014-10-20,PETROLEO
84.02,2014-10-19,PETROLEO
86.36,2014-10-18,PETROLEO
87.82,2014-10-17,PETROLEO
84.02,2014-10-16,PETROLEO
84.02,2014-10-15,PETROLEO
88.66,2014-10-14,PETROLEO
90.47,2014-10-13,PETROLEO
90.25,2014-10-12,PETROLEO
90.9,2014-10-11,PETROLEO
90.65,2014-10-10,PETROLEO
90.47,2014-10-09,PETROLEO
90.25,2014-10-08,PETROLEO
90.8,2014-10-07,PETROLEO
91.29,2014-10-06,PETROLEO
94.57,2014-10-05,PETROLEO
94.67,2014-10-04,PETROLEO
95.7,2014-10-03,PETROLEO
91.29,2014-10-02,PETROLEO
94.57,2014-10-01,PETROLEO
95.08,2014-09-30,PETROLEO
95.2,2014-09-29,PETROLEO
94.53,2014-09-28,PETROLEO
94.87,2014-09-27,PETROLEO
95.37,2014-09-26,PETROLEO
95.2,2014-09-25,PETROLEO
94.53,2014-09-24,PETROLEO
96.75,2014-09-23,PETROLEO
96.82,2014-09-22,PETROLEO
97.7,2014-09-21,PETROLEO
97.39,2014-09-20,PETROLEO
96.43,2014-09-19,PETROLEO
96.82,2014-09-18,PETROLEO
97.7,2014-09-17,PETROLEO
96.31,2014-09-16,PETROLEO
96.42,2014-09-15,PETROLEO
96.26,2014-09-14,PETROLEO
98.08,2014-09-13,PETROLEO
99.53,2014-09-12,PETROLEO
96.42,2014-09-11,PETROLEO
96.26,2014-09-10,PETROLEO
99.51,2014-09-09,PETROLEO
101.21,2014-09-08,PETROLEO
100.88,2014-09-07,PETROLEO
100.21,2014-09-06,PETROLEO
99.51,2014-09-05,PETROLEO
101.21,2014-09-04,PETROLEO
100.88,2014-09-03,PETROLEO
101.12,2014-09-02,PETROLEO
100.71,2014-09-01,PETROLEO
100.4,2014-08-31,PETROLEO
100.5,2014-08-30,PETROLEO
100.49,2014-08-29,PETROLEO
100.71,2014-08-28,PETROLEO
100.4,2014-08-27,PETROLEO
100.09,2014-08-26,PETROLEO
100.28,2014-08-25,PETROLEO
99.92,2014-08-24,PETROLEO
99.74,2014-08-23,PETROLEO
99.37,2014-08-22,PETROLEO
100.28,2014-08-21,PETROLEO
99.92,2014-08-20,PETROLEO
101.13,2014-08-19,PETROLEO
101.15,2014-08-18,PETROLEO
102.27,2014-08-17,PETROLEO
101.68,2014-08-16,PETROLEO
103.47,2014-08-15,PETROLEO
101.15,2014-08-14,PETROLEO
102.27,2014-08-13,PETROLEO
103.36,2014-08-12,PETROLEO
104.02,2014-08-11,PETROLEO
104.17,2014-08-10,PETROLEO
102.82,2014-08-09,PETROLEO
103.63,2014-08-08,PETROLEO
104.02,2014-08-07,PETROLEO
104.17,2014-08-06,PETROLEO
103.45,2014-08-05,PETROLEO
104.94,2014-08-04,PETROLEO
106.47,2014-08-03,PETROLEO
106.98,2014-08-02,PETROLEO
106.7,2014-08-01,PETROLEO
104.94,2014-07-31,PETROLEO
106.47,2014-07-30,PETROLEO
106.89,2014-07-29,PETROLEO
105.78,2014-07-28,PETROLEO
106.85,2014-07-27,PETROLEO
106.48,2014-07-26,PETROLEO
105.71,2014-07-25,PETROLEO
105.78,2014-07-24,PETROLEO
106.85,2014-07-23,PETROLEO
106.03,2014-07-22,PETROLEO
106.04,2014-07-21,PETROLEO
105.41,2014-07-20,PETROLEO
104.73,2014-07-19,PETROLEO
104.73,2014-07-18,PETROLEO
106.04,2014-07-17,PETROLEO
105.41,2014-07-16,PETROLEO
105.77,2014-07-15,PETROLEO
106.2,2014-07-14,PETROLEO
106.84,2014-07-13,PETROLEO
107.65,2014-07-12,PETROLEO
108.7,2014-07-11,PETROLEO
106.2,2014-07-10,PETROLEO
106.84,2014-07-09,PETROLEO
107.65,2014-07-08,PETROLEO
108.98,2014-07-07,PETROLEO
110.18,2014-07-06,PETROLEO
110.84,2014-07-05,PETROLEO
111.03,2014-07-04,PETROLEO
108.98,2014-07-03,PETROLEO
110.18,2014-07-02,PETROLEO
112.62,2014-07-01,PETROLEO
112.61,2014-06-30,PETROLEO
112.84,2014-06-29,PETROLEO
113.74,2014-06-28,PETROLEO
113.62,2014-06-27,PETROLEO
112.61,2014-06-26,PETROLEO
112.84,2014-06-25,PETROLEO
114.55,2014-06-24,PETROLEO
115.19,2014-06-23,PETROLEO
114.25,2014-06-22,PETROLEO
114.02,2014-06-21,PETROLEO
113.42,2014-06-20,PETROLEO
115.19,2014-06-19,PETROLEO
114.25,2014-06-18,PETROLEO
113.15,2014-06-17,PETROLEO
112.18,2014-06-16,PETROLEO
109.83,2014-06-15,PETROLEO
109.18,2014-06-14,PETROLEO
110.55,2014-06-13,PETROLEO
112.18,2014-06-12,PETROLEO
109.83,2014-06-11,PETROLEO
109.21,2014-06-10,PETROLEO
108.43,2014-06-09,PETROLEO
109.07,2014-06-08,PETROLEO
108.87,2014-06-07,PETROLEO
109.34,2014-06-06,PETROLEO
108.43,2014-06-05,PETROLEO
109.07,2014-06-04,PETROLEO
109.21,2014-06-03,PETROLEO
109.98,2014-06-02,PETROLEO
109.09,2014-06-01,PETROLEO
109.81,2014-05-31,PETROLEO
110.01,2014-05-30,PETROLEO
109.98,2014-05-29,PETROLEO
109.09,2014-05-28,PETROLEO
110.19,2014-05-27,PETROLEO
110.89,2014-05-26,PETROLEO
111.32,2014-05-25,PETROLEO
110.35,2014-05-24,PETROLEO
110.84,2014-05-23,PETROLEO
110.89,2014-05-22,PETROLEO
111.32,2014-05-21,PETROLEO
110.9,2014-05-20,PETROLEO
109.74,2014-05-19,PETROLEO
109.87,2014-05-18,PETROLEO
108.78,2014-05-17,PETROLEO
108.37,2014-05-16,PETROLEO
109.74,2014-05-15,PETROLEO
109.87,2014-05-14,PETROLEO
108.26,2014-05-13,PETROLEO
108.19,2014-05-12,PETROLEO
108.17,2014-05-11,PETROLEO
108.3,2014-05-10,PETROLEO
109.48,2014-05-09,PETROLEO
108.19,2014-05-08,PETROLEO
108.17,2014-05-07,PETROLEO
109.48,2014-05-06,PETROLEO
108.63,2014-05-05,PETROLEO
108.63,2014-05-04,PETROLEO
109.89,2014-05-03,PETROLEO
109.12,2014-05-02,PETROLEO
108.63,2014-05-01,PETROLEO
108.63,2014-04-30,PETROLEO
109.53,2014-04-29,PETROLEO
109.79,2014-04-28,PETROLEO
108.48,2014-04-27,PETROLEO
108.54,2014-04-26,PETROLEO
109.69,2014-04-25,PETROLEO
109.79,2014-04-24,PETROLEO
108.48,2014-04-23,PETROLEO
108.54,2014-04-22,PETROLEO
109.79,2014-04-21,PETROLEO
109.71,2014-04-20,PETROLEO
109.1,2014-04-19,PETROLEO
107.68,2014-04-18,PETROLEO
109.79,2014-04-17,PETROLEO
109.71,2014-04-16,PETROLEO
107.34,2014-04-15,PETROLEO
107.1,2014-04-14,PETROLEO
107.39,2014-04-13,PETROLEO
105.83,2014-04-12,PETROLEO
104.89,2014-04-11,PETROLEO
107.1,2014-04-10,PETROLEO
107.39,2014-04-09,PETROLEO
106.41,2014-04-08,PETROLEO
104.88,2014-04-07,PETROLEO
103.37,2014-04-06,PETROLEO
105.7,2014-04-05,PETROLEO
105.95,2014-04-04,PETROLEO
104.88,2014-04-03,PETROLEO
103.37,2014-04-02,PETROLEO
106.64,2014-04-01,PETROLEO
106.58,2014-03-31,PETROLEO
105.9,2014-03-30,PETROLEO
107.01,2014-03-29,PETROLEO
106.59,2014-03-28,PETROLEO
106.58,2014-03-27,PETROLEO
105.9,2014-03-26,PETROLEO
107.2,2014-03-25,PETROLEO
105.73,2014-03-24,PETROLEO
105.95,2014-03-23,PETROLEO
106.79,2014-03-22,PETROLEO
106.99,2014-03-21,PETROLEO
105.73,2014-03-20,PETROLEO
105.95,2014-03-19,PETROLEO
108.08,2014-03-18,PETROLEO
107.48,2014-03-17,PETROLEO
107.88,2014-03-16,PETROLEO
108.35,2014-03-15,PETROLEO
108.27,2014-03-14,PETROLEO
107.48,2014-03-13,PETROLEO
107.88,2014-03-12,PETROLEO
109.14,2014-03-11,PETROLEO
107.99,2014-03-10,PETROLEO
108.15,2014-03-09,PETROLEO
109.17,2014-03-08,PETROLEO
111.26,2014-03-07,PETROLEO
107.99,2014-03-06,PETROLEO
108.15,2014-03-05,PETROLEO
108.98,2014-03-04,PETROLEO
108.54,2014-03-03,PETROLEO
109.39,2014-03-02,PETROLEO
109.19,2014-03-01,PETROLEO
109.76,2014-02-28,PETROLEO
108.54,2014-02-27,PETROLEO
109.39,2014-02-26,PETROLEO
109.03,2014-02-25,PETROLEO
109.42,2014-02-24,PETROLEO
110.37,2014-02-23,PETROLEO
110.14,2014-02-22,PETROLEO
109.03,2014-02-21,PETROLEO
109.42,2014-02-20,PETROLEO
110.37,2014-02-19,PETROLEO
108.63,2014-02-18,PETROLEO
108.98,2014-02-17,PETROLEO
108.62,2014-02-16,PETROLEO
109.21,2014-02-15,PETROLEO
110.18,2014-02-14,PETROLEO
108.98,2014-02-13,PETROLEO
108.62,2014-02-12,PETROLEO
110.12,2014-02-11,PETROLEO
108.15,2014-02-10,PETROLEO
106.81,2014-02-09,PETROLEO
107.04,2014-02-08,PETROLEO
106.55,2014-02-07,PETROLEO
108.15,2014-02-06,PETROLEO
106.81,2014-02-05,PETROLEO
108.16,2014-02-04,PETROLEO
109.36,2014-02-03,PETROLEO
108.83,2014-02-02,PETROLEO
109.1,2014-02-01,PETROLEO
108.72,2014-01-31,PETROLEO
109.36,2014-01-30,PETROLEO
108.83,2014-01-29,PETROLEO
109.14,2014-01-28,PETROLEO
109.69,2014-01-27,PETROLEO
109.69,2014-01-26,PETROLEO
109.17,2014-01-25,PETROLEO
108.01,2014-01-24,PETROLEO
109.69,2014-01-23,PETROLEO
109.69,2014-01-22,PETROLEO
108.45,2014-01-21,PETROLEO
107.46,2014-01-20,PETROLEO
108.09,2014-01-19,PETROLEO
107.12,2014-01-18,PETROLEO
108.02,2014-01-17,PETROLEO
107.46,2014-01-16,PETROLEO
108.09,2014-01-15,PETROLEO
106.44,2014-01-14,PETROLEO
107.49,2014-01-13,PETROLEO
107.42,2014-01-12,PETROLEO
107.01,2014-01-11,PETROLEO
106.71,2014-01-10,PETROLEO
107.49,2014-01-09,PETROLEO
107.42,2014-01-08,PETROLEO
106.57,2014-01-07,PETROLEO
107.94,2014-01-06,PETROLEO
109.95,2014-01-04,PETROLEO
110.47,2014-01-03,PETROLEO
107.94,2014-01-02,PETROLEO
112.06,2013-12-31,PETROLEO
111.65,2013-12-30,PETROLEO
111.57,2013-12-28,PETROLEO
111.58,2013-12-27,PETROLEO
111.65,2013-12-26,PETROLEO
112.15,2013-12-24,PETROLEO
110.78,2013-12-23,PETROLEO
109.56,2013-12-22,PETROLEO
108.91,2013-12-21,PETROLEO
110.3,2013-12-20,PETROLEO
110.78,2013-12-19,PETROLEO
109.56,2013-12-18,PETROLEO
108.08,2013-12-17,PETROLEO
108.99,2013-12-16,PETROLEO
109.47,2013-12-15,PETROLEO
108.91,2013-12-14,PETROLEO
110.07,2013-12-13,PETROLEO
108.99,2013-12-12,PETROLEO
109.47,2013-12-11,PETROLEO
111.5,2013-12-10,PETROLEO
112.07,2013-12-09,PETROLEO
113.27,2013-12-08,PETROLEO
113.06,2013-12-07,PETROLEO
111.49,2013-12-06,PETROLEO
112.07,2013-12-05,PETROLEO
113.27,2013-12-04,PETROLEO
111.07,2013-12-03,PETROLEO
111.49,2013-12-02,PETROLEO
111.32,2013-12-01,PETROLEO
112.04,2013-11-30,PETROLEO
110.83,2013-11-29,PETROLEO
111.32,2013-11-27,PETROLEO
111.36,2013-11-26,PETROLEO
109.9,2013-11-25,PETROLEO
108.27,2013-11-24,PETROLEO
108.29,2013-11-23,PETROLEO
108.8,2013-11-22,PETROLEO
109.9,2013-11-21,PETROLEO
108.27,2013-11-20,PETROLEO
108.25,2013-11-19,PETROLEO
108.29,2013-11-18,PETROLEO
106.9,2013-11-17,PETROLEO
106.29,2013-11-16,PETROLEO
105.76,2013-11-15,PETROLEO
108.29,2013-11-14,PETROLEO
106.9,2013-11-13,PETROLEO
104.29,2013-11-12,PETROLEO
103.08,2013-11-11,PETROLEO
105.46,2013-11-10,PETROLEO
105.01,2013-11-09,PETROLEO
104.85,2013-11-08,PETROLEO
103.08,2013-11-07,PETROLEO
105.46,2013-11-06,PETROLEO
105.78,2013-11-05,PETROLEO
107.53,2013-11-04,PETROLEO
108.41,2013-11-03,PETROLEO
108.04,2013-11-02,PETROLEO
108.29,2013-11-01,PETROLEO
107.53,2013-10-31,PETROLEO
108.41,2013-10-30,PETROLEO
105.7,2013-10-29,PETROLEO
106.63,2013-10-28,PETROLEO
107.74,2013-10-27,PETROLEO
109.57,2013-10-26,PETROLEO
109.47,2013-10-25,PETROLEO
106.63,2013-10-24,PETROLEO
107.74,2013-10-23,PETROLEO
109.57,2013-10-22,PETROLEO
109.55,2013-10-21,PETROLEO
110.79,2013-10-20,PETROLEO
110.67,2013-10-19,PETROLEO
110.13,2013-10-18,PETROLEO
109.55,2013-10-17,PETROLEO
110.79,2013-10-16,PETROLEO
110.65,2013-10-15,PETROLEO
111.63,2013-10-14,PETROLEO
109.02,2013-10-13,PETROLEO
110.56,2013-10-12,PETROLEO
109.66,2013-10-11,PETROLEO
111.63,2013-10-10,PETROLEO
109.02,2013-10-09,PETROLEO
109.42,2013-10-08,PETROLEO
109.49,2013-10-07,PETROLEO
109.09,2013-10-06,PETROLEO
107.32,2013-10-05,PETROLEO
107.85,2013-10-04,PETROLEO
109.49,2013-10-03,PETROLEO
109.09,2013-10-02,PETROLEO
109.45,2013-10-01,PETROLEO
108.86,2013-09-30,PETROLEO
109.46,2013-09-29,PETROLEO
107.68,2013-09-28,PETROLEO
108.56,2013-09-27,PETROLEO
108.86,2013-09-26,PETROLEO
109.46,2013-09-25,PETROLEO
110.22,2013-09-24,PETROLEO
110.66,2013-09-23,PETROLEO
109.09,2013-09-22,PETROLEO
109.05,2013-09-21,PETROLEO
110.86,2013-09-20,PETROLEO
110.66,2013-09-19,PETROLEO
109.09,2013-09-18,PETROLEO
113.31,2013-09-17,PETROLEO
113.11,2013-09-16,PETROLEO
112.37,2013-09-15,PETROLEO
112.1,2013-09-14,PETROLEO
115.2,2013-09-13,PETROLEO
113.11,2013-09-12,PETROLEO
112.37,2013-09-11,PETROLEO
117.15,2013-09-10,PETROLEO
115.81,2013-09-09,PETROLEO
115.65,2013-09-08,PETROLEO
115.49,2013-09-07,PETROLEO
117.15,2013-09-06,PETROLEO
115.81,2013-09-05,PETROLEO
115.65,2013-09-04,PETROLEO
115.97,2013-09-03,PETROLEO
116.91,2013-09-02,PETROLEO
116.27,2013-09-01,PETROLEO
115.21,2013-08-31,PETROLEO
112.23,2013-08-30,PETROLEO
116.91,2013-08-29,PETROLEO
116.27,2013-08-28,PETROLEO
112.12,2013-08-27,PETROLEO
110.51,2013-08-26,PETROLEO
110.82,2013-08-25,PETROLEO
110.74,2013-08-24,PETROLEO
111.41,2013-08-23,PETROLEO
110.51,2013-08-22,PETROLEO
110.82,2013-08-21,PETROLEO
111.82,2013-08-20,PETROLEO
111.58,2013-08-19,PETROLEO
110.26,2013-08-18,PETROLEO
110.69,2013-08-17,PETROLEO
109.28,2013-08-16,PETROLEO
111.58,2013-08-15,PETROLEO
110.26,2013-08-14,PETROLEO
108.49,2013-08-13,PETROLEO
107.32,2013-08-12,PETROLEO
108.39,2013-08-11,PETROLEO
108.77,2013-08-10,PETROLEO
109.81,2013-08-09,PETROLEO
107.32,2013-08-08,PETROLEO
108.39,2013-08-07,PETROLEO
109.63,2013-08-06,PETROLEO
109.94,2013-08-05,PETROLEO
107.89,2013-08-04,PETROLEO
107.47,2013-08-03,PETROLEO
108.1,2013-08-02,PETROLEO
109.94,2013-08-01,PETROLEO
107.89,2013-07-31,PETROLEO
107.57,2013-07-30,PETROLEO
108.1,2013-07-29,PETROLEO
108.23,2013-07-28,PETROLEO
109.27,2013-07-27,PETROLEO
108.82,2013-07-26,PETROLEO
108.1,2013-07-25,PETROLEO
108.23,2013-07-24,PETROLEO
109.34,2013-07-23,PETROLEO
109.71,2013-07-22,PETROLEO
109.67,2013-07-21,PETROLEO
109.29,2013-07-20,PETROLEO
109.05,2013-07-19,PETROLEO
109.71,2013-07-18,PETROLEO
109.67,2013-07-17,PETROLEO
109.03,2013-07-16,PETROLEO
108.18,2013-07-15,PETROLEO
108.43,2013-07-14,PETROLEO
107.9,2013-07-13,PETROLEO
107.75,2013-07-12,PETROLEO
108.18,2013-07-11,PETROLEO
108.43,2013-07-10,PETROLEO
107.46,2013-07-09,PETROLEO
107.75,2013-07-08,PETROLEO
106.12,2013-07-07,PETROLEO
103.96,2013-07-06,PETROLEO
103.19,2013-07-05,PETROLEO
106.12,2013-07-03,PETROLEO
102.49,2013-07-02,PETROLEO
102.74,2013-07-01,PETROLEO
100.62,2013-06-30,PETROLEO
101.51,2013-06-29,PETROLEO
99.8,2013-06-28,PETROLEO
102.74,2013-06-27,PETROLEO
100.62,2013-06-26,PETROLEO
100.36,2013-06-25,PETROLEO
102.72,2013-06-24,PETROLEO
105.56,2013-06-23,PETROLEO
105.21,2013-06-22,PETROLEO
105.8,2013-06-21,PETROLEO
102.72,2013-06-20,PETROLEO
105.56,2013-06-19,PETROLEO
105.1,2013-06-18,PETROLEO
103.38,2013-06-17,PETROLEO
103.11,2013-06-16,PETROLEO
101.5,2013-06-15,PETROLEO
103.87,2013-06-14,PETROLEO
103.38,2013-06-13,PETROLEO
103.11,2013-06-12,PETROLEO
104.07,2013-06-11,PETROLEO
103.37,2013-06-10,PETROLEO
103.51,2013-06-09,PETROLEO
102.04,2013-06-08,PETROLEO
101.63,2013-06-07,PETROLEO
103.37,2013-06-06,PETROLEO
103.51,2013-06-05,PETROLEO
100.43,2013-06-04,PETROLEO
101.79,2013-06-03,PETROLEO
102.14,2013-06-02,PETROLEO
103.77,2013-06-01,PETROLEO
100.43,2013-05-31,PETROLEO
101.79,2013-05-30,PETROLEO
102.14,2013-05-29,PETROLEO
101.24,2013-05-28,PETROLEO
100.46,2013-05-27,PETROLEO
102.14,2013-05-26,PETROLEO
103.1,2013-05-25,PETROLEO
104.55,2013-05-24,PETROLEO
