y,ds,unique_id
80.15,2024-01-16,PETROLEO
79.76,2024-01-15,PETROLEO
79.89,2024-01-12,PETROLEO
80.21,2024-01-11,PETROLEO
78.46,2024-01-10,PETROLEO
77.97,2024-01-09,PETROLEO
75.47,2024-01-08,PETROLEO
78.31,2024-01-05,PETROLEO
75.79,2024-01-04,PETROLEO
77.18,2024-01-03,PETROLEO
76.24,2024-01-02,PETROLEO
77.69,2023-12-29,PETROLEO
79.04,2023-12-28,PETROLEO
80.97,2023-12-27,PETROLEO
80.23,2023-12-26,PETROLEO
80.23,2023-12-22,PETROLEO
80.73,2023-12-21,PETROLEO
81.1,2023-12-20,PETROLEO
79.82,2023-12-19,PETROLEO
78.89,2023-12-18,PETROLEO
76.84,2023-12-15,PETROLEO
77.05,2023-12-14,PETROLEO
74.14,2023-12-13,PETROLEO
74.11,2023-12-12,PETROLEO
75.75,2023-12-11,PETROLEO
75.94,2023-12-08,PETROLEO
74.21,2023-12-07,PETROLEO
74.33,2023-12-06,PETROLEO
77.27,2023-12-05,PETROLEO
78.16,2023-12-04,PETROLEO
78.72,2023-12-01,PETROLEO
81.72,2023-11-30,PETROLEO
82.98,2023-11-29,PETROLEO
81.66,2023-11-28,PETROLEO
79.49,2023-11-27,PETROLEO
79.82,2023-11-24,PETROLEO
80.85,2023-11-23,PETROLEO
81.76,2023-11-22,PETROLEO
82.42,2023-11-21,PETROLEO
83.25,2023-11-20,PETROLEO
81.22,2023-11-17,PETROLEO
77.73,2023-11-16,PETROLEO
82.4,2023-11-15,PETROLEO
84.2,2023-11-14,PETROLEO
84.09,2023-11-13,PETROLEO
83.66,2023-11-10,PETROLEO
81.74,2023-11-09,PETROLEO
81.46,2023-11-08,PETROLEO
83.43,2023-11-07,PETROLEO
87.31,2023-11-06,PETROLEO
90.73,2023-10-30,PETROLEO
90.73,2023-10-27,PETROLEO
88.45,2023-10-26,PETROLEO
90.14,2023-10-25,PETROLEO
88.0,2023-10-24,PETROLEO
91.88,2023-10-23,PETROLEO
93.72,2023-10-20,PETROLEO
93.12,2023-10-19,PETROLEO
91.99,2023-10-18,PETROLEO
92.52,2023-10-17,PETROLEO
90.99,2023-10-16,PETROLEO
94.33,2023-10-13,PETROLEO
88.4,2023-10-12,PETROLEO
87.58,2023-10-11,PETROLEO
90.7,2023-10-10,PETROLEO
91.37,2023-10-09,PETROLEO
87.86,2023-10-06,PETROLEO
88.28,2023-10-05,PETROLEO
89.83,2023-10-04,PETROLEO
94.46,2023-10-03,PETROLEO
91.21,2023-10-02,PETROLEO
95.86,2023-09-29,PETROLEO
96.55,2023-09-28,PETROLEO
97.1,2023-09-27,PETROLEO
94.46,2023-09-26,PETROLEO
94.01,2023-09-25,PETROLEO
93.99,2023-09-22,PETROLEO
93.7,2023-09-21,PETROLEO
94.56,2023-09-20,PETROLEO
96.11,2023-09-19,PETROLEO
95.95,2023-09-18,PETROLEO
95.55,2023-09-15,PETROLEO
95.2,2023-09-14,PETROLEO
93.04,2023-09-13,PETROLEO
93.58,2023-09-12,PETROLEO
91.97,2023-09-11,PETROLEO
91.85,2023-09-08,PETROLEO
91.16,2023-09-07,PETROLEO
91.79,2023-09-06,PETROLEO
91.25,2023-09-05,PETROLEO
90.42,2023-09-04,PETROLEO
87.29,2023-08-31,PETROLEO
86.62,2023-08-30,PETROLEO
86.37,2023-08-29,PETROLEO
85.42,2023-08-25,PETROLEO
84.07,2023-08-24,PETROLEO
83.94,2023-08-23,PETROLEO
84.7,2023-08-22,PETROLEO
85.44,2023-08-21,PETROLEO
85.92,2023-08-18,PETROLEO
85.24,2023-08-17,PETROLEO
84.49,2023-08-16,PETROLEO
86.28,2023-08-15,PETROLEO
87.4,2023-08-14,PETROLEO
87.93,2023-08-11,PETROLEO
87.44,2023-08-10,PETROLEO
89.31,2023-08-09,PETROLEO
88.0,2023-08-08,PETROLEO
86.47,2023-08-07,PETROLEO
87.38,2023-08-04,PETROLEO
86.19,2023-08-03,PETROLEO
84.01,2023-08-02,PETROLEO
85.34,2023-08-01,PETROLEO
85.22,2023-07-31,PETROLEO
84.49,2023-07-28,PETROLEO
84.28,2023-07-27,PETROLEO
82.98,2023-07-26,PETROLEO
83.46,2023-07-25,PETROLEO
82.53,2023-07-24,PETROLEO
81.06,2023-07-21,PETROLEO
79.62,2023-07-20,PETROLEO
79.38,2023-07-19,PETROLEO
79.54,2023-07-18,PETROLEO
77.8,2023-07-17,PETROLEO
77.8,2023-07-15,PETROLEO
79.9,2023-07-14,PETROLEO
81.31,2023-07-13,PETROLEO
80.35,2023-07-12,PETROLEO
79.54,2023-07-11,PETROLEO
77.83,2023-07-10,PETROLEO
77.83,2023-07-08,PETROLEO
78.77,2023-07-07,PETROLEO
76.72,2023-07-06,PETROLEO
76.74,2023-07-05,PETROLEO
76.23,2023-07-04,PETROLEO
74.52,2023-07-03,PETROLEO
74.51,2023-06-30,PETROLEO
73.86,2023-06-29,PETROLEO
73.64,2023-06-28,PETROLEO
71.88,2023-06-27,PETROLEO
73.86,2023-06-26,PETROLEO
73.56,2023-06-23,PETROLEO
73.93,2023-06-22,PETROLEO
76.92,2023-06-21,PETROLEO
75.79,2023-06-20,PETROLEO
76.09,2023-06-19,PETROLEO
76.76,2023-06-16,PETROLEO
75.75,2023-06-15,PETROLEO
73.39,2023-06-14,PETROLEO
74.24,2023-06-13,PETROLEO
71.8,2023-06-12,PETROLEO
74.74,2023-06-09,PETROLEO
75.88,2023-06-08,PETROLEO
76.85,2023-06-07,PETROLEO
76.22,2023-06-06,PETROLEO
76.61,2023-06-05,PETROLEO
76.0,2023-06-02,PETROLEO
74.18,2023-06-01,PETROLEO
71.98,2023-05-31,PETROLEO
73.38,2023-05-30,PETROLEO
76.33,2023-05-26,PETROLEO
75.66,2023-05-25,PETROLEO
77.99,2023-05-24,PETROLEO
76.66,2023-05-23,PETROLEO
75.77,2023-05-22,PETROLEO
75.42,2023-05-19,PETROLEO
75.75,2023-05-18,PETROLEO
76.98,2023-05-17,PETROLEO
75.15,2023-05-16,PETROLEO
75.46,2023-05-15,PETROLEO
74.54,2023-05-12,PETROLEO
75.32,2023-05-11,PETROLEO
76.7,2023-05-10,PETROLEO
77.76,2023-05-09,PETROLEO
75.85,2023-05-05,PETROLEO
73.0,2023-05-04,PETROLEO
72.91,2023-05-03,PETROLEO
76.71,2023-05-02,PETROLEO
81.32,2023-04-28,PETROLEO
80.11,2023-04-27,PETROLEO
79.19,2023-04-26,PETROLEO
82.13,2023-04-25,PETROLEO
84.23,2023-04-24,PETROLEO
83.36,2023-04-21,PETROLEO
83.29,2023-04-20,PETROLEO
85.34,2023-04-19,PETROLEO
85.48,2023-04-18,PETROLEO
85.63,2023-04-17,PETROLEO
87.31,2023-04-14,PETROLEO
86.51,2023-04-13,PETROLEO
88.31,2023-04-12,PETROLEO
87.32,2023-04-11,PETROLEO
86.56,2023-04-10,PETROLEO
86.56,2023-04-06,PETROLEO
85.89,2023-04-05,PETROLEO
85.7,2023-04-04,PETROLEO
85.81,2023-04-03,PETROLEO
79.19,2023-03-31,PETROLEO
78.45,2023-03-30,PETROLEO
77.51,2023-03-29,PETROLEO
78.07,2023-03-28,PETROLEO
76.8,2023-03-27,PETROLEO
73.63,2023-03-24,PETROLEO
74.31,2023-03-23,PETROLEO
76.08,2023-03-22,PETROLEO
74.78,2023-03-21,PETROLEO
72.42,2023-03-20,PETROLEO
71.03,2023-03-17,PETROLEO
73.12,2023-03-16,PETROLEO
74.3,2023-03-15,PETROLEO
76.77,2023-03-14,PETROLEO
79.67,2023-03-13,PETROLEO
82.3,2023-03-10,PETROLEO
81.0,2023-03-09,PETROLEO
82.1,2023-03-08,PETROLEO
83.03,2023-03-07,PETROLEO
85.86,2023-03-06,PETROLEO
85.74,2023-03-03,PETROLEO
84.15,2023-03-02,PETROLEO
83.68,2023-03-01,PETROLEO
83.21,2023-02-28,PETROLEO
81.24,2023-02-27,PETROLEO
82.31,2023-02-24,PETROLEO
82.08,2023-02-23,PETROLEO
79.55,2023-02-22,PETROLEO
82.14,2023-02-21,PETROLEO
82.79,2023-02-20,PETROLEO
81.97,2023-02-17,PETROLEO
83.84,2023-02-16,PETROLEO
84.11,2023-02-15,PETROLEO
84.96,2023-02-14,PETROLEO
85.98,2023-02-13,PETROLEO
85.46,2023-02-10,PETROLEO
83.46,2023-02-09,PETROLEO
84.17,2023-02-08,PETROLEO
82.92,2023-02-07,PETROLEO
80.48,2023-02-06,PETROLEO
78.85,2023-02-03,PETROLEO
80.57,2023-02-02,PETROLEO
81.61,2023-02-01,PETROLEO
83.42,2023-01-31,PETROLEO
84.9,2023-01-30,PETROLEO
85.36,2023-01-27,PETROLEO
86.29,2023-01-26,PETROLEO
85.08,2023-01-25,PETROLEO
85.25,2023-01-24,PETROLEO
87.96,2023-01-23,PETROLEO
86.96,2023-01-20,PETROLEO
85.08,2023-01-19,PETROLEO
83.78,2023-01-18,PETROLEO
84.38,2023-01-17,PETROLEO
82.65,2023-01-16,PETROLEO
83.43,2023-01-13,PETROLEO
82.59,2023-01-12,PETROLEO
81.11,2023-01-11,PETROLEO
78.4,2023-01-10,PETROLEO
77.5,2023-01-09,PETROLEO
76.41,2023-01-06,PETROLEO
76.73,2023-01-05,PETROLEO
75.31,2023-01-04,PETROLEO
80.36,2023-01-03,PETROLEO
82.82,2023-01-02,PETROLEO
82.82,2022-12-30,PETROLEO
80.96,2022-12-29,PETROLEO
81.7,2022-12-28,PETROLEO
82.45,2022-12-27,PETROLEO
82.45,2022-12-23,PETROLEO
79.58,2022-12-22,PETROLEO
80.25,2022-12-21,PETROLEO
79.45,2022-12-20,PETROLEO
81.66,2022-12-19,PETROLEO
80.2,2022-12-16,PETROLEO
82.34,2022-12-15,PETROLEO
83.33,2022-12-14,PETROLEO
80.14,2022-12-13,PETROLEO
78.0,2022-12-12,PETROLEO
76.37,2022-12-09,PETROLEO
76.02,2022-12-08,PETROLEO
77.11,2022-12-07,PETROLEO
79.92,2022-12-06,PETROLEO
83.36,2022-12-05,PETROLEO
86.54,2022-12-02,PETROLEO
86.28,2022-12-01,PETROLEO
85.61,2022-11-30,PETROLEO
83.22,2022-11-29,PETROLEO
83.5,2022-11-28,PETROLEO
83.4,2022-11-25,PETROLEO
85.59,2022-11-24,PETROLEO
85.9,2022-11-23,PETROLEO
88.65,2022-11-22,PETROLEO
88.44,2022-11-21,PETROLEO
88.93,2022-11-18,PETROLEO
91.0,2022-11-17,PETROLEO
92.61,2022-11-16,PETROLEO
94.3,2022-11-15,PETROLEO
93.59,2022-11-14,PETROLEO
96.37,2022-11-11,PETROLEO
94.25,2022-11-10,PETROLEO
93.05,2022-11-09,PETROLEO
96.85,2022-11-08,PETROLEO
99.87,2022-11-07,PETROLEO
99.53,2022-11-04,PETROLEO
95.29,2022-11-03,PETROLEO
96.07,2022-11-02,PETROLEO
95.12,2022-11-01,PETROLEO
93.3,2022-10-31,PETROLEO
94.64,2022-10-28,PETROLEO
94.17,2022-10-27,PETROLEO
92.93,2022-10-26,PETROLEO
91.76,2022-10-25,PETROLEO
91.57,2022-10-24,PETROLEO
91.82,2022-10-21,PETROLEO
91.52,2022-10-20,PETROLEO
91.34,2022-10-19,PETROLEO
89.46,2022-10-18,PETROLEO
91.04,2022-10-17,PETROLEO
92.22,2022-10-14,PETROLEO
95.16,2022-10-13,PETROLEO
93.44,2022-10-12,PETROLEO
95.17,2022-10-11,PETROLEO
97.13,2022-10-10,PETROLEO
98.88,2022-10-07,PETROLEO
95.65,2022-10-06,PETROLEO
94.35,2022-10-05,PETROLEO
93.74,2022-10-04,PETROLEO
90.68,2022-10-03,PETROLEO
88.9,2022-09-30,PETROLEO
89.41,2022-09-29,PETROLEO
89.55,2022-09-28,PETROLEO
85.97,2022-09-27,PETROLEO
82.55,2022-09-26,PETROLEO
84.29,2022-09-23,PETROLEO
90.4,2022-09-22,PETROLEO
89.86,2022-09-21,PETROLEO
89.62,2022-09-20,PETROLEO
89.43,2022-09-19,PETROLEO
89.43,2022-09-16,PETROLEO
89.28,2022-09-15,PETROLEO
92.83,2022-09-14,PETROLEO
92.04,2022-09-13,PETROLEO
93.45,2022-09-12,PETROLEO
91.68,2022-09-09,PETROLEO
87.99,2022-09-08,PETROLEO
86.83,2022-09-07,PETROLEO
91.43,2022-09-06,PETROLEO
94.22,2022-09-05,PETROLEO
93.09,2022-09-02,PETROLEO
92.24,2022-09-01,PETROLEO
96.55,2022-08-31,PETROLEO
99.34,2022-08-30,PETROLEO
101.13,2022-08-26,PETROLEO
98.81,2022-08-25,PETROLEO
99.87,2022-08-24,PETROLEO
99.49,2022-08-23,PETROLEO
95.06,2022-08-22,PETROLEO
96.45,2022-08-19,PETROLEO
96.35,2022-08-18,PETROLEO
97.22,2022-08-17,PETROLEO
95.36,2022-08-16,PETROLEO
98.25,2022-08-15,PETROLEO
103.7,2022-08-12,PETROLEO
107.19,2022-08-11,PETROLEO
105.06,2022-08-10,PETROLEO
103.81,2022-08-09,PETROLEO
103.46,2022-08-08,PETROLEO
100.31,2022-08-05,PETROLEO
97.99,2022-08-04,PETROLEO
101.82,2022-08-03,PETROLEO
106.51,2022-08-02,PETROLEO
106.09,2022-08-01,PETROLEO
111.51,2022-07-29,PETROLEO
109.68,2022-07-28,PETROLEO
109.64,2022-07-27,PETROLEO
107.32,2022-07-26,PETROLEO
108.23,2022-07-25,PETROLEO
106.77,2022-07-22,PETROLEO
112.81,2022-07-21,PETROLEO
115.86,2022-07-20,PETROLEO
114.96,2022-07-19,PETROLEO
117.27,2022-07-18,PETROLEO
112.26,2022-07-15,PETROLEO
107.74,2022-07-14,PETROLEO
107.17,2022-07-13,PETROLEO
106.98,2022-07-12,PETROLEO
114.85,2022-07-11,PETROLEO
113.95,2022-07-08,PETROLEO
113.4,2022-07-07,PETROLEO
108.54,2022-07-06,PETROLEO
110.49,2022-07-05,PETROLEO
121.8,2022-07-04,PETROLEO
119.21,2022-07-01,PETROLEO
119.78,2022-06-30,PETROLEO
120.8,2022-06-29,PETROLEO
122.21,2022-06-28,PETROLEO
119.69,2022-06-27,PETROLEO
117.36,2022-06-24,PETROLEO
114.5,2022-06-23,PETROLEO
115.54,2022-06-22,PETROLEO
118.51,2022-06-21,PETROLEO
118.25,2022-06-20,PETROLEO
119.22,2022-06-17,PETROLEO
125.78,2022-06-16,PETROLEO
124.96,2022-06-15,PETROLEO
127.02,2022-06-14,PETROLEO
128.44,2022-06-13,PETROLEO
127.44,2022-06-10,PETROLEO
128.47,2022-06-09,PETROLEO
129.2,2022-06-08,PETROLEO
126.89,2022-06-07,PETROLEO
124.99,2022-06-06,PETROLEO
125.68,2022-06-03,PETROLEO
122.2,2022-06-01,PETROLEO
125.53,2022-05-31,PETROLEO
123.01,2022-05-30,PETROLEO
121.19,2022-05-27,PETROLEO
119.81,2022-05-26,PETROLEO
116.41,2022-05-25,PETROLEO
115.77,2022-05-24,PETROLEO
115.13,2022-05-23,PETROLEO
113.63,2022-05-20,PETROLEO
113.22,2022-05-19,PETROLEO
110.04,2022-05-18,PETROLEO
112.89,2022-05-17,PETROLEO
114.86,2022-05-16,PETROLEO
112.12,2022-05-13,PETROLEO
108.06,2022-05-12,PETROLEO
107.7,2022-05-11,PETROLEO
102.61,2022-05-10,PETROLEO
106.67,2022-05-09,PETROLEO
113.86,2022-05-06,PETROLEO
112.11,2022-05-05,PETROLEO
110.53,2022-05-04,PETROLEO
104.94,2022-05-03,PETROLEO
108.36,2022-05-02,PETROLEO
108.36,2022-04-29,PETROLEO
105.78,2022-04-28,PETROLEO
103.3,2022-04-27,PETROLEO
102.89,2022-04-26,PETROLEO
99.27,2022-04-25,PETROLEO
105.15,2022-04-22,PETROLEO
107.2,2022-04-21,PETROLEO
105.05,2022-04-20,PETROLEO
105.49,2022-04-19,PETROLEO
110.83,2022-04-18,PETROLEO
110.83,2022-04-14,PETROLEO
108.49,2022-04-13,PETROLEO
104.42,2022-04-12,PETROLEO
97.92,2022-04-11,PETROLEO
101.26,2022-04-08,PETROLEO
99.83,2022-04-07,PETROLEO
100.81,2022-04-06,PETROLEO
106.6,2022-04-05,PETROLEO
108.15,2022-04-04,PETROLEO
106.13,2022-04-01,PETROLEO
107.29,2022-03-31,PETROLEO
115.59,2022-03-30,PETROLEO
112.79,2022-03-29,PETROLEO
114.5,2022-03-28,PETROLEO
122.67,2022-03-25,PETROLEO
123.98,2022-03-24,PETROLEO
127.52,2022-03-23,PETROLEO
121.53,2022-03-22,PETROLEO
122.29,2022-03-21,PETROLEO
114.32,2022-03-18,PETROLEO
113.5,2022-03-17,PETROLEO
104.61,2022-03-16,PETROLEO
105.14,2022-03-15,PETROLEO
110.39,2022-03-14,PETROLEO
118.11,2022-03-11,PETROLEO
114.54,2022-03-10,PETROLEO
116.58,2022-03-09,PETROLEO
133.18,2022-03-08,PETROLEO
129.02,2022-03-07,PETROLEO
123.86,2022-03-04,PETROLEO
115.36,2022-03-03,PETROLEO
118.94,2022-03-02,PETROLEO
110.93,2022-03-01,PETROLEO
103.08,2022-02-28,PETROLEO
98.56,2022-02-25,PETROLEO
101.29,2022-02-24,PETROLEO
99.29,2022-02-23,PETROLEO
98.73,2022-02-22,PETROLEO
98.95,2022-02-21,PETROLEO
96.18,2022-02-18,PETROLEO
95.28,2022-02-17,PETROLEO
97.44,2022-02-16,PETROLEO
98.43,2022-02-15,PETROLEO
101.66,2022-02-14,PETROLEO
97.5,2022-02-11,PETROLEO
96.37,2022-02-10,PETROLEO
94.95,2022-02-09,PETROLEO
96.07,2022-02-08,PETROLEO
97.28,2022-02-07,PETROLEO
96.86,2022-02-04,PETROLEO
92.99,2022-02-03,PETROLEO
91.43,2022-02-02,PETROLEO
90.24,2022-02-01,PETROLEO
92.35,2022-01-31,PETROLEO
91.47,2022-01-28,PETROLEO
90.7,2022-01-27,PETROLEO
91.22,2022-01-26,PETROLEO
89.49,2022-01-25,PETROLEO
87.74,2022-01-24,PETROLEO
89.75,2022-01-21,PETROLEO
89.75,2022-01-20,PETROLEO
89.64,2022-01-19,PETROLEO
88.83,2022-01-18,PETROLEO
87.82,2022-01-17,PETROLEO
87.17,2022-01-14,PETROLEO
85.8,2022-01-13,PETROLEO
85.83,2022-01-12,PETROLEO
84.98,2022-01-11,PETROLEO
81.56,2022-01-10,PETROLEO
82.28,2022-01-07,PETROLEO
81.99,2022-01-06,PETROLEO
80.6,2022-01-05,PETROLEO
79.39,2022-01-04,PETROLEO
78.25,2022-01-03,PETROLEO
77.24,2021-12-31,PETROLEO
78.61,2021-12-30,PETROLEO
78.63,2021-12-29,PETROLEO
75.24,2021-12-27,PETROLEO
75.24,2021-12-24,PETROLEO
76.26,2021-12-23,PETROLEO
74.69,2021-12-22,PETROLEO
72.85,2021-12-21,PETROLEO
70.51,2021-12-20,PETROLEO
72.97,2021-12-17,PETROLEO
74.64,2021-12-16,PETROLEO
73.71,2021-12-15,PETROLEO
73.37,2021-12-14,PETROLEO
74.12,2021-12-13,PETROLEO
74.98,2021-12-10,PETROLEO
74.1,2021-12-09,PETROLEO
75.94,2021-12-08,PETROLEO
75.54,2021-12-07,PETROLEO
73.38,2021-12-06,PETROLEO
70.71,2021-12-03,PETROLEO
70.56,2021-12-02,PETROLEO
69.53,2021-12-01,PETROLEO
70.86,2021-11-30,PETROLEO
73.34,2021-11-29,PETROLEO
72.37,2021-11-26,PETROLEO
82.05,2021-11-25,PETROLEO
82.37,2021-11-24,PETROLEO
83.43,2021-11-23,PETROLEO
80.97,2021-11-22,PETROLEO
80.24,2021-11-19,PETROLEO
82.45,2021-11-18,PETROLEO
80.67,2021-11-17,PETROLEO
82.85,2021-11-16,PETROLEO
81.94,2021-11-15,PETROLEO
82.9,2021-11-12,PETROLEO
83.4,2021-11-11,PETROLEO
82.91,2021-11-10,PETROLEO
84.52,2021-11-09,PETROLEO
83.22,2021-11-08,PETROLEO
82.43,2021-11-05,PETROLEO
80.15,2021-11-04,PETROLEO
81.1,2021-11-03,PETROLEO
84.42,2021-11-02,PETROLEO
84.51,2021-11-01,PETROLEO
83.1,2021-10-29,PETROLEO
83.4,2021-10-28,PETROLEO
84.12,2021-10-27,PETROLEO
85.11,2021-10-26,PETROLEO
84.85,2021-10-25,PETROLEO
85.43,2021-10-22,PETROLEO
84.58,2021-10-21,PETROLEO
85.76,2021-10-20,PETROLEO
85.02,2021-10-19,PETROLEO
84.13,2021-10-18,PETROLEO
84.67,2021-10-15,PETROLEO
83.86,2021-10-14,PETROLEO
83.53,2021-10-13,PETROLEO
83.53,2021-10-12,PETROLEO
83.75,2021-10-11,PETROLEO
82.17,2021-10-08,PETROLEO
82.34,2021-10-07,PETROLEO
81.39,2021-10-06,PETROLEO
82.72,2021-10-05,PETROLEO
81.44,2021-10-04,PETROLEO
79.4,2021-10-01,PETROLEO
77.81,2021-09-30,PETROLEO
77.86,2021-09-29,PETROLEO
78.3,2021-09-28,PETROLEO
78.85,2021-09-27,PETROLEO
77.42,2021-09-24,PETROLEO
76.44,2021-09-23,PETROLEO
75.5,2021-09-22,PETROLEO
73.65,2021-09-21,PETROLEO
73.59,2021-09-20,PETROLEO
74.64,2021-09-17,PETROLEO
75.14,2021-09-16,PETROLEO
74.84,2021-09-15,PETROLEO
73.05,2021-09-14,PETROLEO
72.97,2021-09-13,PETROLEO
72.44,2021-09-10,PETROLEO
71.32,2021-09-09,PETROLEO
72.36,2021-09-08,PETROLEO
71.52,2021-09-07,PETROLEO
72.43,2021-09-06,PETROLEO
73.07,2021-09-03,PETROLEO
73.56,2021-09-02,PETROLEO
71.99,2021-09-01,PETROLEO
73.45,2021-08-31,PETROLEO
72.26,2021-08-27,PETROLEO
70.42,2021-08-26,PETROLEO
72.12,2021-08-25,PETROLEO
71.21,2021-08-24,PETROLEO
69.07,2021-08-23,PETROLEO
65.51,2021-08-20,PETROLEO
66.8,2021-08-19,PETROLEO
68.61,2021-08-18,PETROLEO
69.4,2021-08-17,PETROLEO
70.07,2021-08-16,PETROLEO
70.9,2021-08-13,PETROLEO
71.79,2021-08-12,PETROLEO
71.99,2021-08-11,PETROLEO
71.14,2021-08-10,PETROLEO
69.65,2021-08-09,PETROLEO
71.02,2021-08-06,PETROLEO
72.14,2021-08-05,PETROLEO
70.99,2021-08-04,PETROLEO
73.24,2021-08-03,PETROLEO
73.91,2021-08-02,PETROLEO
77.72,2021-07-30,PETROLEO
76.3,2021-07-29,PETROLEO
75.09,2021-07-28,PETROLEO
74.87,2021-07-27,PETROLEO
74.79,2021-07-26,PETROLEO
74.86,2021-07-23,PETROLEO
74.25,2021-07-22,PETROLEO
72.54,2021-07-21,PETROLEO
70.03,2021-07-20,PETROLEO
69.33,2021-07-19,PETROLEO
74.46,2021-07-16,PETROLEO
74.53,2021-07-15,PETROLEO
75.74,2021-07-14,PETROLEO
77.5,2021-07-13,PETROLEO
76.77,2021-07-12,PETROLEO
77.14,2021-07-09,PETROLEO
75.07,2021-07-08,PETROLEO
74.31,2021-07-07,PETROLEO
75.81,2021-07-06,PETROLEO
78.34,2021-07-05,PETROLEO
77.51,2021-07-02,PETROLEO
76.69,2021-07-01,PETROLEO
76.94,2021-06-30,PETROLEO
75.38,2021-06-29,PETROLEO
74.78,2021-06-28,PETROLEO
76.45,2021-06-25,PETROLEO
75.95,2021-06-24,PETROLEO
75.22,2021-06-23,PETROLEO
74.92,2021-06-22,PETROLEO
74.49,2021-06-21,PETROLEO
73.1,2021-06-18,PETROLEO
72.92,2021-06-17,PETROLEO
73.88,2021-06-16,PETROLEO
73.38,2021-06-15,PETROLEO
72.27,2021-06-14,PETROLEO
72.05,2021-06-11,PETROLEO
71.65,2021-06-10,PETROLEO
71.31,2021-06-09,PETROLEO
71.39,2021-06-08,PETROLEO
70.89,2021-06-07,PETROLEO
71.3,2021-06-04,PETROLEO
70.71,2021-06-03,PETROLEO
70.6,2021-06-02,PETROLEO
70.03,2021-06-01,PETROLEO
69.36,2021-05-28,PETROLEO
69.43,2021-05-27,PETROLEO
68.93,2021-05-26,PETROLEO
68.8,2021-05-25,PETROLEO
68.59,2021-05-24,PETROLEO
66.72,2021-05-21,PETROLEO
65.18,2021-05-20,PETROLEO
66.88,2021-05-19,PETROLEO
69.01,2021-05-18,PETROLEO
69.62,2021-05-17,PETROLEO
69.24,2021-05-14,PETROLEO
67.36,2021-05-13,PETROLEO
69.62,2021-05-12,PETROLEO
68.83,2021-05-11,PETROLEO
68.61,2021-05-10,PETROLEO
68.73,2021-05-07,PETROLEO
68.62,2021-05-06,PETROLEO
69.71,2021-05-05,PETROLEO
67.73,2021-04-30,PETROLEO
68.26,2021-04-29,PETROLEO
67.08,2021-04-28,PETROLEO
66.25,2021-04-27,PETROLEO
65.5,2021-04-26,PETROLEO
65.75,2021-04-23,PETROLEO
65.07,2021-04-22,PETROLEO
64.02,2021-04-21,PETROLEO
65.34,2021-04-20,PETROLEO
66.54,2021-04-19,PETROLEO
65.98,2021-04-16,PETROLEO
66.13,2021-04-15,PETROLEO
66.11,2021-04-14,PETROLEO
62.83,2021-04-13,PETROLEO
62.38,2021-04-12,PETROLEO
61.89,2021-04-09,PETROLEO
62.09,2021-04-08,PETROLEO
61.86,2021-04-07,PETROLEO
61.47,2021-04-06,PETROLEO
63.85,2021-04-05,PETROLEO
63.85,2021-04-01,PETROLEO
63.52,2021-03-31,PETROLEO
63.28,2021-03-30,PETROLEO
64.06,2021-03-29,PETROLEO
63.77,2021-03-26,PETROLEO
61.21,2021-03-25,PETROLEO
63.7,2021-03-24,PETROLEO
59.96,2021-03-23,PETROLEO
63.89,2021-03-22,PETROLEO
64.0,2021-03-19,PETROLEO
62.11,2021-03-18,PETROLEO
67.73,2021-03-17,PETROLEO
67.95,2021-03-16,PETROLEO
68.78,2021-03-15,PETROLEO
68.87,2021-03-12,PETROLEO
69.34,2021-03-11,PETROLEO
67.53,2021-03-10,PETROLEO
67.03,2021-03-09,PETROLEO
68.0,2021-03-08,PETROLEO
69.95,2021-03-05,PETROLEO
67.32,2021-03-04,PETROLEO
64.7,2021-03-03,PETROLEO
63.17,2021-03-02,PETROLEO
64.56,2021-03-01,PETROLEO
65.86,2021-02-26,PETROLEO
66.69,2021-02-25,PETROLEO
66.85,2021-02-24,PETROLEO
65.16,2021-02-23,PETROLEO
64.73,2021-02-22,PETROLEO
62.84,2021-02-19,PETROLEO
64.09,2021-02-18,PETROLEO
65.02,2021-02-17,PETROLEO
63.96,2021-02-16,PETROLEO
63.58,2021-02-15,PETROLEO
62.47,2021-02-12,PETROLEO
61.09,2021-02-11,PETROLEO
61.17,2021-02-10,PETROLEO
60.74,2021-02-09,PETROLEO
60.17,2021-02-08,PETROLEO
59.48,2021-02-05,PETROLEO
58.98,2021-02-04,PETROLEO
58.61,2021-02-03,PETROLEO
57.62,2021-02-02,PETROLEO
56.42,2021-02-01,PETROLEO
55.25,2021-01-29,PETROLEO
54.87,2021-01-28,PETROLEO
55.07,2021-01-27,PETROLEO
55.26,2021-01-26,PETROLEO
55.44,2021-01-25,PETROLEO
55.22,2021-01-22,PETROLEO
55.68,2021-01-21,PETROLEO
55.66,2021-01-20,PETROLEO
55.38,2021-01-19,PETROLEO
54.21,2021-01-18,PETROLEO
54.8,2021-01-15,PETROLEO
55.76,2021-01-14,PETROLEO
55.52,2021-01-13,PETROLEO
55.98,2021-01-12,PETROLEO
54.84,2021-01-11,PETROLEO
55.51,2021-01-08,PETROLEO
53.7,2021-01-07,PETROLEO
53.8,2021-01-06,PETROLEO
53.16,2021-01-05,PETROLEO
50.37,2021-01-04,PETROLEO
51.22,2020-12-31,PETROLEO
50.74,2020-12-30,PETROLEO
50.44,2020-12-29,PETROLEO
50.88,2020-12-28,PETROLEO
50.88,2020-12-24,PETROLEO
